Datetime,FVG_Type,FVG_Lo,FVG_Hi,FVG_Mid,Width_Pips,Displacement_Pips
2024-01-23 08:00:00,BEARISH,1.08778,1.08944,1.08861,16.6,42.7
2024-01-23 12:00:00,BEARISH,1.08507,1.08637,1.08572,13.0,34.1
2024-01-23 20:00:00,BULLISH,1.08507,1.08542,1.08525,3.5,11.8
2024-01-24 04:00:00,BULLISH,1.08637,1.08672,1.08654,3.5,14.2
2024-01-24 08:00:00,BULLISH,1.08814,1.08909,1.08861,9.5,15.4
2024-01-25 04:00:00,BULLISH,1.08849,1.08861,1.08855,1.2,9.5
2024-01-25 12:00:00,BEARISH,1.08542,1.08861,1.08702,31.9,63.8
2024-01-26 08:00:00,BULLISH,1.08483,1.08589,1.08536,10.6,54.1
2024-01-26 20:00:00,BEARISH,1.08519,1.08578,1.08548,5.9,2.4
2024-01-29 00:00:00,BEARISH,1.0853,1.08554,1.08542,2.4,2.4
2024-01-29 20:00:00,BULLISH,1.08225,1.08331,1.08278,10.6,11.7
2024-01-31 00:00:00,BEARISH,1.08249,1.08413,1.08331,16.4,24.6
2024-01-31 08:00:00,BULLISH,1.08249,1.08366,1.08307,11.7,23.5
2024-02-01 12:00:00,BULLISH,1.08155,1.08331,1.08243,17.6,16.4
2024-02-01 16:00:00,BULLISH,1.08342,1.08707,1.08525,36.5,42.4
2024-02-02 12:00:00,BEARISH,1.08061,1.08778,1.0842,71.7,81.2
2024-02-05 00:00:00,BEARISH,1.07875,1.07898,1.07887,2.3,5.8
2024-02-05 08:00:00,BEARISH,1.07596,1.07759,1.07677,16.2,25.5
2024-02-05 12:00:00,BEARISH,1.07492,1.07504,1.07498,1.2,30.0
2024-02-06 16:00:00,BULLISH,1.07504,1.07527,1.07515,2.3,6.9
2024-02-08 08:00:00,BEARISH,1.07701,1.07793,1.07747,9.3,18.6
2024-02-08 16:00:00,BULLISH,1.07701,1.0777,1.07735,7.0,12.8
2024-02-09 20:00:00,BULLISH,1.07933,1.07945,1.07939,1.2,2.3
2024-02-12 00:00:00,BULLISH,1.07921,1.07933,1.07927,1.2,5.8
2024-02-12 08:00:00,BEARISH,1.07759,1.07933,1.07846,17.4,30.3
2024-02-13 12:00:00,BEARISH,1.07239,1.07619,1.07429,38.1,62.4
2024-02-14 12:00:00,BULLISH,1.07112,1.07239,1.07175,12.6,13.8
2024-02-14 16:00:00,BULLISH,1.07273,1.07285,1.07279,1.2,8.1
2024-02-15 12:00:00,BULLISH,1.07423,1.07585,1.07504,16.2,26.6
2024-02-16 00:00:00,BEARISH,1.07701,1.07712,1.07706,1.2,12.8
2024-02-20 08:00:00,BULLISH,1.0777,1.07991,1.07881,22.1,25.6
2024-02-22 00:00:00,BULLISH,1.0826,1.08284,1.08272,2.3,4.7
2024-02-22 04:00:00,BULLISH,1.08342,1.08483,1.08413,14.1,28.2
2024-02-22 12:00:00,BEARISH,1.08284,1.08483,1.08384,20.0,48.2
2024-02-26 04:00:00,BULLISH,1.08225,1.08307,1.08266,8.2,12.9
2024-02-26 08:00:00,BULLISH,1.08389,1.08425,1.08407,3.5,20.0
2024-02-28 00:00:00,BEARISH,1.08389,1.08448,1.08419,5.9,7.1
2024-02-28 04:00:00,BEARISH,1.0826,1.08354,1.08307,9.4,11.7
2024-02-28 12:00:00,BULLISH,1.0826,1.08354,1.08307,9.4,16.4
2024-02-29 12:00:00,BEARISH,1.08249,1.08331,1.0829,8.2,11.7
2024-02-29 16:00:00,BEARISH,1.0812,1.08225,1.08172,10.5,18.7
2024-03-01 12:00:00,BULLISH,1.08225,1.0826,1.08243,3.5,18.8
2024-03-04 00:00:00,BULLISH,1.08436,1.0846,1.08448,2.4,2.4
2024-03-06 04:00:00,BULLISH,1.08589,1.08625,1.08607,3.5,11.8
2024-03-06 08:00:00,BULLISH,1.08684,1.08707,1.08696,2.4,15.4
2024-03-06 12:00:00,BULLISH,1.08826,1.08968,1.08897,14.2,30.9
2024-03-07 12:00:00,BULLISH,1.09051,1.09278,1.09164,22.6,34.6
2024-03-07 16:00:00,BULLISH,1.09325,1.09457,1.09391,13.2,16.8
2024-03-08 04:00:00,BEARISH,1.09421,1.09481,1.09451,6.0,14.4
2024-03-11 12:00:00,BEARISH,1.09325,1.09361,1.09343,3.6,14.4
2024-03-12 00:00:00,BULLISH,1.09337,1.09349,1.09343,1.2,6.0
2024-03-14 00:00:00,BEARISH,1.09457,1.09493,1.09475,3.6,10.8
2024-03-14 12:00:00,BEARISH,1.08956,1.09385,1.09171,42.9,53.6
2024-03-18 12:00:00,BEARISH,1.08873,1.08944,1.08909,7.1,16.6
2024-03-18 16:00:00,BEARISH,1.08767,1.08838,1.08802,7.1,15.4
2024-03-19 04:00:00,BEARISH,1.08589,1.08696,1.08643,10.6,20.1
2024-03-20 08:00:00,BEARISH,1.08589,1.08684,1.08637,9.4,22.4
2024-03-20 16:00:00,BULLISH,1.08589,1.09218,1.08904,62.9,67.6
2024-03-20 20:00:00,BULLISH,1.09254,1.09337,1.09296,8.4,17.9
2024-03-21 04:00:00,BEARISH,1.09314,1.09337,1.09325,2.4,7.2
2024-03-21 08:00:00,BEARISH,1.09194,1.0929,1.09242,9.5,16.7
2024-03-21 12:00:00,BEARISH,1.08696,1.08921,1.08808,22.5,47.4
2024-03-22 00:00:00,BEARISH,1.08448,1.08589,1.08519,14.1,24.7
2024-03-22 04:00:00,BEARISH,1.08307,1.08401,1.08354,9.4,14.1
2024-03-25 08:00:00,BULLISH,1.0826,1.08319,1.0829,5.9,15.2
2024-03-25 12:00:00,BULLISH,1.08331,1.08366,1.08348,3.5,8.2
2024-03-26 12:00:00,BEARISH,1.08389,1.08425,1.08407,3.5,31.8
2024-03-27 08:00:00,BEARISH,1.08249,1.0826,1.08254,1.2,8.2
2024-03-28 04:00:00,BEARISH,1.0805,1.08108,1.08079,5.8,19.9
2024-03-29 00:00:00,BEARISH,1.0784,1.07887,1.07863,4.7,17.4
2024-03-29 08:00:00,BULLISH,1.0784,1.07875,1.07857,3.5,19.8
2024-04-01 12:00:00,BEARISH,1.07481,1.07828,1.07655,34.8,38.2
2024-04-02 00:00:00,BEARISH,1.07388,1.074,1.07394,1.2,3.5
2024-04-02 08:00:00,BULLISH,1.07388,1.07469,1.07429,8.1,17.3
2024-04-02 12:00:00,BULLISH,1.07481,1.07654,1.07567,17.4,20.8
2024-04-03 12:00:00,BULLISH,1.07805,1.08237,1.08021,43.2,46.7
2024-04-03 16:00:00,BULLISH,1.08272,1.08319,1.08295,4.7,11.7
2024-04-04 00:00:00,BULLISH,1.08413,1.08425,1.08419,1.2,5.9
2024-04-04 08:00:00,BULLISH,1.08495,1.08542,1.08519,4.7,21.2
2024-04-04 16:00:00,BEARISH,1.0853,1.08542,1.08536,1.2,17.7
2024-04-04 20:00:00,BEARISH,1.0846,1.08507,1.08483,4.7,14.1
2024-04-08 12:00:00,BULLISH,1.08401,1.08495,1.08448,9.4,20.0
2024-04-10 12:00:00,BEARISH,1.07573,1.08542,1.08058,96.9,109.9
2024-04-12 04:00:00,BEARISH,1.06895,1.07262,1.07078,36.7,44.7
2024-04-12 08:00:00,BEARISH,1.0661,1.06849,1.06729,23.9,37.6
2024-04-15 00:00:00,BULLISH,1.06474,1.06496,1.06485,2.3,1.1
2024-04-15 12:00:00,BEARISH,1.06496,1.06542,1.06519,4.5,31.7
2024-04-16 08:00:00,BULLISH,1.06236,1.06281,1.06259,4.5,14.7
2024-04-17 16:00:00,BULLISH,1.06542,1.06678,1.0661,13.6,34.1
2024-04-18 12:00:00,BEARISH,1.06678,1.06735,1.06707,5.7,22.8
2024-04-22 00:00:00,BULLISH,1.0661,1.06633,1.06621,2.3,5.7
2024-04-22 08:00:00,BEARISH,1.0653,1.06633,1.06581,10.2,14.8
2024-04-24 04:00:00,BEARISH,1.06986,1.07032,1.07009,4.6,17.2
2024-04-25 04:00:00,BULLISH,1.07124,1.07147,1.07135,2.3,14.9
2024-04-26 12:00:00,BEARISH,1.07089,1.07296,1.07193,20.7,51.6
2024-04-29 00:00:00,BULLISH,1.07089,1.07181,1.07135,9.2,16.1
2024-04-30 00:00:00,BEARISH,1.07112,1.07181,1.07147,6.9,11.5
2024-04-30 16:00:00,BEARISH,1.06838,1.06918,1.06878,8.0,14.8
2024-04-30 20:00:00,BEARISH,1.06701,1.06781,1.06741,8.0,9.1
2024-05-01 00:00:00,BEARISH,1.06621,1.06678,1.0665,5.7,9.1
2024-05-01 08:00:00,BULLISH,1.06621,1.06701,1.06661,8.0,17.1
2024-05-02 08:00:00,BEARISH,1.07147,1.07158,1.07152,1.1,12.6
2024-05-02 16:00:00,BULLISH,1.07147,1.07262,1.07204,11.5,41.3
2024-05-03 08:00:00,BULLISH,1.07411,1.07469,1.0744,5.8,13.8
2024-05-03 12:00:00,BULLISH,1.07515,1.07619,1.07567,10.4,23.1
2024-05-06 08:00:00,BULLISH,1.07701,1.07724,1.07712,2.3,9.3
2024-05-07 16:00:00,BEARISH,1.07631,1.07666,1.07648,3.5,26.7
2024-05-08 00:00:00,BEARISH,1.07515,1.07527,1.07521,1.2,9.2
2024-05-09 04:00:00,BEARISH,1.07434,1.07446,1.0744,1.2,10.4
2024-05-09 12:00:00,BULLISH,1.07434,1.07724,1.07579,28.9,42.8
2024-05-13 08:00:00,BULLISH,1.07782,1.0784,1.07811,5.8,10.5
2024-05-14 12:00:00,BULLISH,1.08015,1.08167,1.08091,15.2,26.9
2024-05-15 12:00:00,BULLISH,1.08378,1.08589,1.08484,21.2,31.7
2024-05-15 16:00:00,BULLISH,1.08684,1.08814,1.08749,13.0,20.1
2024-05-15 20:00:00,BULLISH,1.08838,1.08849,1.08844,1.2,10.7
2024-05-16 08:00:00,BEARISH,1.08767,1.08778,1.08773,1.2,4.7
2024-05-20 08:00:00,BEARISH,1.08743,1.08767,1.08755,2.4,5.9
2024-05-22 08:00:00,BEARISH,1.08436,1.08554,1.08495,11.8,23.6
2024-05-23 16:00:00,BEARISH,1.08225,1.08272,1.08249,4.7,19.9
2024-05-24 08:00:00,BULLISH,1.08202,1.08378,1.0829,17.6,25.8
2024-05-24 12:00:00,BULLISH,1.08472,1.08495,1.08483,2.4,7.1
2024-05-28 00:00:00,BULLISH,1.08637,1.08755,1.08696,11.8,15.4
2024-05-29 12:00:00,BEARISH,1.08202,1.08331,1.08266,12.9,32.9
2024-05-29 16:00:00,BEARISH,1.08096,1.08155,1.08126,5.8,8.2
2024-05-29 20:00:00,BEARISH,1.08073,1.08085,1.08079,1.2,4.7
2024-05-30 00:00:00,BEARISH,1.08015,1.08026,1.08021,1.2,3.5
2024-05-30 08:00:00,BULLISH,1.08015,1.08167,1.08091,15.2,22.2
2024-05-30 12:00:00,BULLISH,1.08225,1.08389,1.08307,16.4,23.5
2024-05-30 20:00:00,BEARISH,1.08366,1.08389,1.08378,2.3,2.3
2024-05-31 00:00:00,BEARISH,1.08284,1.08295,1.0829,1.2,21.1
2024-05-31 08:00:00,BULLISH,1.08284,1.08519,1.08401,23.5,25.9
2024-06-03 12:00:00,BULLISH,1.08613,1.08743,1.08678,13.0,31.8
2024-06-03 16:00:00,BULLISH,1.08849,1.08992,1.08921,14.2,26.1
2024-06-03 20:00:00,BULLISH,1.09004,1.09087,1.09045,8.3,11.9
2024-06-04 04:00:00,BEARISH,1.09016,1.09087,1.09051,7.1,10.7
2024-06-04 08:00:00,BEARISH,1.08849,1.08992,1.08921,14.2,32.0
2024-06-06 00:00:00,BULLISH,1.0879,1.08802,1.08796,1.2,17.8
2024-06-07 12:00:00,BEARISH,1.08155,1.08861,1.08508,70.6,76.6
2024-06-07 16:00:00,BEARISH,1.08096,1.08143,1.0812,4.7,7.0
2024-06-07 20:00:00,BEARISH,1.0784,1.08038,1.07939,19.8,4.7
2024-06-10 00:00:00,BEARISH,1.07712,1.08026,1.07869,31.4,9.3
2024-06-11 08:00:00,BEARISH,1.07434,1.07677,1.07556,24.3,28.9
2024-06-12 08:00:00,BULLISH,1.07492,1.07608,1.0755,11.6,15.0
2024-06-12 12:00:00,BULLISH,1.07631,1.08131,1.07881,50.0,89.9
2024-06-13 12:00:00,BEARISH,1.07747,1.07968,1.07858,22.1,23.3
2024-06-13 16:00:00,BEARISH,1.07458,1.07666,1.07562,20.8,32.4
2024-06-14 04:00:00,BEARISH,1.07285,1.07388,1.07336,10.4,18.4
2024-06-14 08:00:00,BEARISH,1.07078,1.07193,1.07135,11.5,26.4
2024-06-17 08:00:00,BULLISH,1.07089,1.07101,1.07095,1.1,12.6
2024-06-17 12:00:00,BULLISH,1.0717,1.07181,1.07175,1.1,8.0
2024-06-17 16:00:00,BULLISH,1.07227,1.07331,1.07279,10.4,19.6
2024-06-19 08:00:00,BULLISH,1.07434,1.07446,1.0744,1.2,17.3
2024-06-20 04:00:00,BEARISH,1.07377,1.07423,1.074,4.6,6.9
2024-06-20 16:00:00,BEARISH,1.07135,1.0717,1.07152,3.4,10.3
2024-06-21 08:00:00,BEARISH,1.07009,1.07124,1.07066,11.5,28.6
2024-06-24 04:00:00,BULLISH,1.06986,1.07055,1.07021,6.9,12.6
2024-06-24 08:00:00,BULLISH,1.07101,1.07296,1.07198,19.5,26.4
2024-06-25 08:00:00,BEARISH,1.07273,1.07342,1.07308,6.9,8.1
2024-06-25 12:00:00,BEARISH,1.07204,1.07239,1.07221,3.4,24.1
2024-06-26 04:00:00,BEARISH,1.07021,1.07089,1.07055,6.9,14.9
2024-06-27 00:00:00,BULLISH,1.06872,1.06918,1.06895,4.6,8.0
2024-06-28 00:00:00,BEARISH,1.07009,1.07043,1.07026,3.4,11.5
2024-06-28 20:00:00,BULLISH,1.07273,1.07377,1.07325,10.4,2.3
2024-07-01 00:00:00,BULLISH,1.0717,1.0755,1.0736,38.0,18.5
2024-07-01 12:00:00,BEARISH,1.07365,1.07515,1.0744,15.0,18.5
2024-07-02 04:00:00,BEARISH,1.07308,1.07354,1.07331,4.6,9.2
2024-07-02 12:00:00,BULLISH,1.07308,1.07342,1.07325,3.5,26.5
2024-07-03 08:00:00,BULLISH,1.07515,1.07585,1.0755,6.9,9.3
2024-07-03 12:00:00,BULLISH,1.07666,1.07805,1.07735,13.9,46.5
2024-07-04 08:00:00,BULLISH,1.07956,1.0798,1.07968,2.3,7.0
2024-07-04 12:00:00,BULLISH,1.08061,1.08108,1.08085,4.7,7.0
2024-07-04 16:00:00,BULLISH,1.0812,1.08131,1.08126,1.2,4.7
2024-07-05 00:00:00,BULLISH,1.08178,1.08213,1.08196,3.5,7.0
2024-07-08 00:00:00,BEARISH,1.08389,1.08401,1.08395,1.2,2.3
2024-07-10 20:00:00,BULLISH,1.08319,1.08342,1.08331,2.3,7.0
2024-07-11 08:00:00,BULLISH,1.08425,1.08483,1.08454,5.9,15.3
2024-07-11 12:00:00,BULLISH,1.08554,1.08637,1.08595,8.3,30.7
2024-07-12 08:00:00,BULLISH,1.08755,1.08802,1.08778,4.7,24.9
2024-07-12 12:00:00,BULLISH,1.08944,1.09039,1.08992,9.5,17.8
2024-07-12 20:00:00,BEARISH,1.08944,1.09039,1.08992,9.5,1.2
2024-07-15 00:00:00,BEARISH,1.08992,1.09063,1.09027,7.1,3.6
2024-07-15 08:00:00,BULLISH,1.08992,1.09051,1.09022,5.9,19.0
2024-07-15 16:00:00,BEARISH,1.09039,1.09051,1.09045,1.2,17.9
2024-07-17 08:00:00,BULLISH,1.09099,1.09325,1.09212,22.7,32.2
2024-07-18 12:00:00,BEARISH,1.09194,1.0929,1.09242,9.5,17.9
2024-07-18 16:00:00,BEARISH,1.09039,1.09087,1.09063,4.8,16.7
2024-07-19 00:00:00,BEARISH,1.08956,1.08968,1.08962,1.2,5.9
2024-07-23 08:00:00,BEARISH,1.08719,1.08826,1.08773,10.6,23.7
2024-07-29 08:00:00,BEARISH,1.08389,1.08578,1.08483,18.8,22.4
2024-08-01 04:00:00,BEARISH,1.08213,1.08249,1.08231,3.5,10.5
2024-08-02 08:00:00,BULLISH,1.08108,1.08284,1.08196,17.6,31.6
2024-08-02 12:00:00,BULLISH,1.08272,1.09075,1.08674,80.3,97.0
2024-08-05 08:00:00,BULLISH,1.09421,1.09469,1.09445,4.8,41.8
2024-08-06 04:00:00,BEARISH,1.09433,1.09481,1.09457,4.8,14.4
2024-08-06 08:00:00,BEARISH,1.09373,1.09385,1.09379,1.2,28.6
2024-08-07 00:00:00,BEARISH,1.09206,1.09266,1.09236,6.0,13.1
2024-08-08 00:00:00,BULLISH,1.09302,1.09325,1.09314,2.4,7.2
2024-08-08 12:00:00,BEARISH,1.09194,1.09242,1.09218,4.8,20.3
2024-08-13 12:00:00,BULLISH,1.09373,1.09517,1.09445,14.4,31.1
2024-08-13 16:00:00,BULLISH,1.09649,1.0989,1.0977,24.1,44.6
2024-08-14 08:00:00,BULLISH,1.10035,1.10084,1.10059,4.8,24.3
2024-08-15 12:00:00,BEARISH,1.09926,1.10072,1.09999,14.5,27.8
2024-08-16 16:00:00,BULLISH,1.10072,1.10217,1.10144,14.6,29.1
2024-08-16 20:00:00,BULLISH,1.10241,1.10266,1.10254,2.4,8.5
2024-08-19 00:00:00,BULLISH,1.10327,1.10339,1.10333,1.2,4.9
2024-08-19 12:00:00,BULLISH,1.10534,1.10632,1.10583,9.8,29.3
2024-08-19 16:00:00,BULLISH,1.10754,1.10828,1.10791,7.4,18.4
2024-08-20 12:00:00,BULLISH,1.10914,1.11049,1.10982,13.5,29.6
2024-08-20 16:00:00,BULLISH,1.11198,1.11222,1.1121,2.5,9.9
2024-08-21 16:00:00,BULLISH,1.11321,1.11508,1.11414,18.6,34.8
2024-08-22 12:00:00,BEARISH,1.1121,1.11309,1.11259,9.9,29.7
2024-08-23 00:00:00,BULLISH,1.11198,1.11235,1.11216,3.7,12.4
2024-08-23 12:00:00,BULLISH,1.11359,1.11682,1.1152,32.3,58.4
2024-08-23 16:00:00,BULLISH,1.11869,1.11894,1.11882,2.5,12.5
2024-08-26 04:00:00,BEARISH,1.11869,1.11894,1.11882,2.5,5.0
2024-08-27 16:00:00,BULLISH,1.11732,1.11844,1.11788,11.2,20.0
2024-08-28 00:00:00,BEARISH,1.11719,1.11844,1.11782,12.5,17.5
2024-08-28 04:00:00,BEARISH,1.1162,1.11694,1.11657,7.5,19.9
2024-08-29 00:00:00,BULLISH,1.11284,1.11297,1.1129,1.2,7.4
2024-08-29 08:00:00,BEARISH,1.11025,1.11297,1.11161,27.2,28.4
2024-08-30 12:00:00,BEARISH,1.10742,1.10779,1.1076,3.7,11.0
2024-09-03 00:00:00,BEARISH,1.10656,1.10705,1.10681,4.9,3.7
2024-09-04 12:00:00,BULLISH,1.10656,1.10693,1.10675,3.7,36.8
2024-09-09 04:00:00,BEARISH,1.10681,1.1084,1.1076,15.9,15.9
2024-09-09 08:00:00,BEARISH,1.10546,1.10644,1.10595,9.8,24.4
2024-09-10 12:00:00,BEARISH,1.10327,1.10351,1.10339,2.4,23.1
2024-09-11 00:00:00,BULLISH,1.10302,1.10351,1.10327,4.9,13.4
2024-09-11 12:00:00,BEARISH,1.10254,1.104,1.10327,14.6,40.2
2024-09-12 12:00:00,BULLISH,1.10266,1.10351,1.10308,8.5,19.5
2024-09-12 16:00:00,BULLISH,1.10497,1.10632,1.10564,13.4,24.4
2024-09-12 20:00:00,BULLISH,1.10656,1.10754,1.10705,9.8,11.0
2024-09-16 00:00:00,BULLISH,1.1084,1.10914,1.10877,7.4,3.7
2024-09-16 04:00:00,BULLISH,1.10951,1.11123,1.11037,17.3,24.7
2024-09-16 08:00:00,BULLISH,1.11185,1.11198,1.11191,1.2,11.1
2024-09-19 04:00:00,BULLISH,1.11247,1.11433,1.1134,18.6,43.3
2024-09-23 08:00:00,BEARISH,1.11458,1.11582,1.1152,12.4,42.2
2024-09-23 20:00:00,BEARISH,1.11161,1.11198,1.11179,3.7,4.9
2024-09-24 04:00:00,BULLISH,1.11161,1.11173,1.11167,1.2,8.6
2024-09-24 08:00:00,BULLISH,1.11222,1.11259,1.11241,3.7,12.4
2024-09-24 16:00:00,BULLISH,1.11657,1.11682,1.11669,2.5,16.2
2024-09-24 20:00:00,BULLISH,1.11707,1.11869,1.11788,16.2,23.8
2024-09-25 12:00:00,BEARISH,1.11769,1.11819,1.11794,5.0,16.3
2024-09-25 16:00:00,BEARISH,1.11383,1.11694,1.11539,31.1,36.1
2024-09-26 00:00:00,BULLISH,1.11383,1.11408,1.11396,2.5,9.9
2024-09-26 12:00:00,BULLISH,1.11607,1.11694,1.11651,8.7,8.7
2024-10-01 08:00:00,BEARISH,1.11025,1.11346,1.11185,32.1,48.2
2024-10-01 12:00:00,BEARISH,1.10803,1.10877,1.1084,7.4,13.5
2024-10-02 12:00:00,BEARISH,1.10571,1.10656,1.10613,8.6,31.8
2024-10-04 12:00:00,BEARISH,1.09757,1.10241,1.09999,48.4,60.5
2024-10-08 00:00:00,BULLISH,1.09818,1.09842,1.0983,2.4,2.4
2024-10-11 20:00:00,BEARISH,1.09314,1.09421,1.09367,10.8,1.2
2024-10-14 00:00:00,BEARISH,1.09337,1.09349,1.09343,1.2,2.4
2024-10-14 12:00:00,BEARISH,1.09194,1.09254,1.09224,6.0,9.5
2024-10-15 16:00:00,BEARISH,1.08992,1.09016,1.09004,2.4,14.3
2024-10-16 16:00:00,BEARISH,1.08743,1.08755,1.08749,1.2,22.5
2024-10-17 12:00:00,BEARISH,1.08425,1.08519,1.08472,9.4,37.7
2024-10-18 00:00:00,BULLISH,1.08378,1.08401,1.08389,2.3,9.4
2024-10-18 12:00:00,BULLISH,1.08507,1.08554,1.08531,4.7,11.8
2024-10-21 04:00:00,BEARISH,1.08613,1.08672,1.08643,5.9,13.0
2024-10-21 12:00:00,BEARISH,1.08378,1.08483,1.0843,10.6,12.9
2024-10-21 16:00:00,BEARISH,1.08213,1.08366,1.0829,15.2,23.4
2024-10-23 08:00:00,BEARISH,1.07852,1.07956,1.07904,10.5,15.1
2024-10-24 16:00:00,BULLISH,1.08131,1.08237,1.08184,10.5,25.7
2024-10-25 16:00:00,BEARISH,1.0805,1.08249,1.08149,19.9,26.9
2024-10-28 04:00:00,BULLISH,1.08038,1.0805,1.08044,1.2,21.0
2024-10-28 08:00:00,BULLISH,1.08085,1.08167,1.08126,8.2,16.4
2024-10-29 16:00:00,BULLISH,1.08143,1.08155,1.08149,1.2,14.0
2024-11-01 04:00:00,BEARISH,1.08719,1.08778,1.08749,5.9,7.1
2024-11-01 16:00:00,BEARISH,1.08436,1.08507,1.08472,7.1,12.9
2024-11-01 20:00:00,BULLISH,1.08578,1.08731,1.08654,15.3,4.7
2024-11-04 00:00:00,BULLISH,1.08436,1.08909,1.08673,47.2,28.5
2024-11-04 16:00:00,BEARISH,1.08861,1.08968,1.08915,10.7,21.4
2024-11-05 04:00:00,BULLISH,1.08826,1.08885,1.08855,5.9,13.0
